index	answer	question	image_path
405	[[0.727, 0.477], [0.867, 0.477], [0.867, 0.613], [0.727, 0.613]]	find the in the middle right ship from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016588.jpg
406	[[0.84, 0.625], [0.941, 0.625], [0.941, 0.707], [0.84, 0.707]]	find the fuel tank located at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016588.jpg
407	[[0.727, 0.102], [0.867, 0.102], [0.867, 0.238], [0.727, 0.238]]	the vessel that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
408	[[0.816, 0.004], [0.984, 0.004], [0.984, 0.105], [0.816, 0.105]]	the marine vessel that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
409	[[0.375, 0.707], [0.434, 0.707], [0.434, 0.969], [0.375, 0.969]]	find the vessel located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
410	[[0.566, 0.715], [0.691, 0.715], [0.691, 0.832], [0.566, 0.832]]	the oil tank that is bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
411	[[0.824, 0.719], [0.938, 0.719], [0.938, 0.848], [0.824, 0.848]]	the storage tank at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
412	[[0.578, 0.629], [0.711, 0.629], [0.711, 0.73], [0.578, 0.73]]	the storage tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
413	[[0.707, 0.625], [0.816, 0.625], [0.816, 0.746], [0.707, 0.746]]	find the oil tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
414	[[0.699, 0.73], [0.812, 0.73], [0.812, 0.844], [0.699, 0.844]]	the cylindrical tank that is on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
415	[[0.828, 0.637], [0.941, 0.637], [0.941, 0.742], [0.828, 0.742]]	the storage tank that is in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
416	[[0.84, 0.25], [0.941, 0.25], [0.941, 0.332], [0.84, 0.332]]	the fuel tank on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
417	[[0.461, 0.598], [0.488, 0.598], [0.488, 0.73], [0.461, 0.73]]	find the vessel located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016589.jpg
418	[[0.375, 0.332], [0.434, 0.332], [0.434, 0.594], [0.375, 0.594]]	among the 2 vessels, find the one center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
419	[[0.566, 0.34], [0.691, 0.34], [0.691, 0.457], [0.566, 0.457]]	among the 6 fuel tanks, find the one center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
420	[[0.824, 0.344], [0.938, 0.344], [0.938, 0.473], [0.824, 0.473]]	the cylindrical tank in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
421	[[0.578, 0.254], [0.711, 0.254], [0.711, 0.355], [0.578, 0.355]]	locate the fuel tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
422	[[0.707, 0.25], [0.816, 0.25], [0.816, 0.371], [0.707, 0.371]]	among the 6 oil tanks, find the one at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
423	[[0.699, 0.355], [0.812, 0.355], [0.812, 0.469], [0.699, 0.469]]	the storage tank that is in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
424	[[0.828, 0.262], [0.941, 0.262], [0.941, 0.367], [0.828, 0.367]]	the fuel tank that is at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
425	[[0.461, 0.223], [0.488, 0.223], [0.488, 0.355], [0.461, 0.355]]	among the 2 vessels, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016590.jpg
426	[[0.375, 0.004], [0.434, 0.004], [0.434, 0.219], [0.375, 0.219]]	find the vessel located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016591.jpg
427	[[0.824, 0.004], [0.938, 0.004], [0.938, 0.098], [0.824, 0.098]]	find the at the top right corner oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016591.jpg
428	[[0.699, 0.004], [0.812, 0.004], [0.812, 0.094], [0.699, 0.094]]	find the at the top right corner fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016591.jpg
429	[[0.566, 0.004], [0.691, 0.004], [0.691, 0.082], [0.566, 0.082]]	among the 4 fuel tanks, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016591.jpg
430	[[0.653, 0.524], [0.769, 0.524], [0.769, 0.613], [0.653, 0.613]]	locate the bridge in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
431	[[0.18, 0.234], [0.23, 0.234], [0.23, 0.251], [0.18, 0.251]]	find the at the top left corner vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
432	[[0.059, 0.277], [0.08, 0.277], [0.08, 0.308], [0.059, 0.308]]	the ship at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
433	[[0.123, 0.241], [0.164, 0.241], [0.164, 0.255], [0.123, 0.255]]	find the on the upper left ship from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
434	[[0.048, 0.308], [0.065, 0.308], [0.065, 0.325], [0.048, 0.325]]	locate the marine vessel at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
435	[[0.336, 0.32], [0.354, 0.32], [0.354, 0.335], [0.336, 0.335]]	find the top-center cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
436	[[0.109, 0.391], [0.127, 0.391], [0.127, 0.405], [0.109, 0.405]]	find the in the middle left fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
437	[[0.259, 0.327], [0.278, 0.327], [0.278, 0.34], [0.259, 0.34]]	locate the storage tank towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
438	[[0.342, 0.345], [0.36, 0.345], [0.36, 0.359], [0.342, 0.359]]	find the center storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
439	[[0.24, 0.316], [0.258, 0.316], [0.258, 0.33], [0.24, 0.33]]	locate the storage tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
440	[[0.326, 0.312], [0.344, 0.312], [0.344, 0.325], [0.326, 0.325]]	the fuel tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
441	[[0.381, 0.254], [0.397, 0.254], [0.397, 0.27], [0.381, 0.27]]	find the oil tank located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
442	[[0.111, 0.377], [0.127, 0.377], [0.127, 0.392], [0.111, 0.392]]	the fuel tank that is towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
443	[[0.089, 0.359], [0.108, 0.359], [0.108, 0.373], [0.089, 0.373]]	locate the fuel tank towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
444	[[0.256, 0.314], [0.274, 0.314], [0.274, 0.328], [0.256, 0.328]]	locate the oil tank on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016596.jpg
445	[[0.653, 0.124], [0.769, 0.124], [0.769, 0.213], [0.653, 0.213]]	find the bridge located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
446	[[0.108, 0.014], [0.124, 0.014], [0.124, 0.03], [0.108, 0.03]]	the storage tank that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
447	[[0.124, 0.016], [0.139, 0.016], [0.139, 0.031], [0.124, 0.031]]	the fuel tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
448	[[0.109, 0.004], [0.125, 0.004], [0.125, 0.018], [0.109, 0.018]]	among the 20 fuel tanks, find the one in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
449	[[0.14, 0.006], [0.155, 0.006], [0.155, 0.019], [0.14, 0.019]]	locate the oil tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
450	[[0.078, 0.0], [0.093, 0.0], [0.093, 0.013], [0.078, 0.013]]	find the storage tank located in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
451	[[0.158, 0.013], [0.172, 0.013], [0.172, 0.026], [0.158, 0.026]]	find the oil tank located on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
452	[[0.093, 0.0], [0.106, 0.0], [0.106, 0.014], [0.093, 0.014]]	among the 20 storage tanks, find the one in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
453	[[0.172, 0.004], [0.187, 0.004], [0.187, 0.016], [0.172, 0.016]]	among the 20 cylindrical tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
454	[[0.139, 0.018], [0.155, 0.018], [0.155, 0.028], [0.139, 0.028]]	find the in the top left storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
455	[[0.172, 0.016], [0.186, 0.016], [0.186, 0.027], [0.172, 0.027]]	the cylindrical tank at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
456	[[0.125, 0.005], [0.139, 0.005], [0.139, 0.016], [0.125, 0.016]]	the oil tank on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
457	[[0.904, 0.113], [0.919, 0.113], [0.919, 0.123], [0.904, 0.123]]	among the 2 ships, find the one on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
458	[[0.16, 0.003], [0.171, 0.003], [0.171, 0.014], [0.16, 0.014]]	find the in the top left oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
459	[[0.004, 0.0], [0.011, 0.0], [0.011, 0.016], [0.004, 0.016]]	find the in the top left vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016597.jpg
460	[[0.582, 0.004], [0.988, 0.004], [0.988, 0.992], [0.582, 0.992]]	locate the bridge on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016603.jpg
461	[[0.43, 0.004], [0.863, 0.004], [0.863, 1.0], [0.43, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016604.jpg
462	[[0.309, 0.004], [0.723, 0.004], [0.723, 1.0], [0.309, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016605.jpg
463	[[0.426, 0.367], [0.453, 0.367], [0.453, 0.438], [0.426, 0.438]]	find the vessel located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016605.jpg
464	[[0.184, 0.004], [0.594, 0.004], [0.594, 1.0], [0.184, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016606.jpg
465	[[0.461, 0.621], [0.594, 0.621], [0.594, 0.832], [0.461, 0.832]]	among the 2 boats, find the one bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016623.jpg
466	[[0.359, 0.859], [0.477, 0.859], [0.477, 0.961], [0.359, 0.961]]	find the bottom-center boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016623.jpg
467	[[0.605, 0.887], [0.691, 0.887], [0.691, 0.969], [0.605, 0.969]]	find the fuel tank located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016623.jpg
468	[[0.441, 0.234], [0.609, 0.234], [0.609, 0.48], [0.441, 0.48]]	locate the vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
469	[[0.684, 0.891], [0.836, 0.891], [0.836, 0.996], [0.684, 0.996]]	locate the fuel tank in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
470	[[0.363, 0.477], [0.492, 0.477], [0.492, 0.586], [0.363, 0.586]]	find the center boat from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
471	[[0.824, 0.891], [0.941, 0.891], [0.941, 0.992], [0.824, 0.992]]	among the 4 oil tanks, find the one at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
472	[[0.465, 0.625], [0.566, 0.625], [0.566, 0.707], [0.465, 0.707]]	the cylindrical tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
473	[[0.605, 0.512], [0.691, 0.512], [0.691, 0.594], [0.605, 0.594]]	among the 4 cylindrical tanks, find the one center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
474	[[0.949, 0.004], [1.0, 0.004], [1.0, 0.055], [0.949, 0.055]]	locate the boat at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016624.jpg
475	[[0.578, 0.004], [1.0, 0.004], [1.0, 0.996], [0.578, 0.996]]	find the bridge located in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016635.jpg
476	[[0.793, 0.762], [0.824, 0.762], [0.824, 0.82], [0.793, 0.82]]	the marine vessel on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016635.jpg
477	[[0.812, 0.062], [0.844, 0.062], [0.844, 0.113], [0.812, 0.113]]	the marine vessel that is at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016635.jpg
478	[[0.465, 0.004], [0.887, 0.004], [0.887, 1.0], [0.465, 1.0]]	find the bridge located in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016636.jpg
479	[[0.793, 0.387], [0.824, 0.387], [0.824, 0.441], [0.793, 0.441]]	the vessel in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016636.jpg
480	[[0.336, 0.004], [0.773, 0.004], [0.773, 1.0], [0.336, 1.0]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016637.jpg
481	[[0.203, 0.004], [0.641, 0.004], [0.641, 1.0], [0.203, 1.0]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016638.jpg
482	[[0.055, 0.004], [0.48, 0.004], [0.48, 1.0], [0.055, 1.0]]	locate the bridge towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016639.jpg
483	[[0.277, 0.156], [0.309, 0.156], [0.309, 0.207], [0.277, 0.207]]	among the 5 boats, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016639.jpg
484	[[0.066, 0.609], [0.234, 0.609], [0.234, 0.855], [0.066, 0.855]]	among the 3 vessels, find the one at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
485	[[0.574, 0.32], [0.887, 0.32], [0.887, 0.422], [0.574, 0.422]]	the vessel that is in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
486	[[0.004, 0.852], [0.117, 0.852], [0.117, 0.988], [0.004, 0.988]]	the ship that is on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
487	[[0.801, 0.699], [0.906, 0.699], [0.906, 0.785], [0.801, 0.785]]	among the 5 fuel tanks, find the one in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
488	[[0.867, 0.863], [0.953, 0.863], [0.953, 0.965], [0.867, 0.965]]	find the on the lower right storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
489	[[0.785, 0.863], [0.867, 0.863], [0.867, 0.961], [0.785, 0.961]]	locate the oil tank in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
490	[[0.23, 0.887], [0.316, 0.887], [0.316, 0.969], [0.23, 0.969]]	the storage tank that is in the bottom left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
491	[[0.898, 0.684], [0.977, 0.684], [0.977, 0.77], [0.898, 0.77]]	the oil tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016646.jpg
492	[[0.004, 0.004], [1.0, 0.004], [1.0, 1.0], [0.004, 1.0]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016652.jpg
493	[[0.754, 0.645], [0.797, 0.645], [0.797, 0.715], [0.754, 0.715]]	find the boat located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016652.jpg
494	[[0.73, 0.559], [0.773, 0.559], [0.773, 0.617], [0.73, 0.617]]	the vessel that is towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016652.jpg
495	[[0.648, 0.094], [0.68, 0.094], [0.68, 0.148], [0.648, 0.148]]	the marine vessel that is in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016652.jpg
496	[[0.535, 0.008], [0.902, 0.008], [0.902, 1.0], [0.535, 1.0]]	the bridge in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016658.jpg
497	[[0.582, 0.535], [0.617, 0.535], [0.617, 0.594], [0.582, 0.594]]	among the 4 ships, find the one center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016658.jpg
498	[[0.691, 0.082], [0.715, 0.082], [0.715, 0.16], [0.691, 0.16]]	the marine vessel in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016658.jpg
499	[[0.52, 0.004], [0.758, 0.004], [0.758, 1.0], [0.52, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016659.jpg
500	[[0.582, 0.16], [0.621, 0.16], [0.621, 0.223], [0.582, 0.223]]	the boat top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016659.jpg
501	[[0.352, 0.004], [0.773, 0.004], [0.773, 1.0], [0.352, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016665.jpg
502	[[0.215, 0.016], [0.641, 0.016], [0.641, 1.0], [0.215, 1.0]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016666.jpg
503	[[0.422, 0.754], [0.445, 0.754], [0.445, 0.828], [0.422, 0.828]]	among the 5 marine vessels, find the one bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016666.jpg
504	[[0.098, 0.004], [0.516, 0.004], [0.516, 1.0], [0.098, 1.0]]	the bridge in the middle left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016667.jpg
505	[[0.219, 0.328], [0.262, 0.328], [0.262, 0.379], [0.219, 0.379]]	find the boat located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016667.jpg
506	[[0.422, 0.379], [0.449, 0.379], [0.449, 0.441], [0.422, 0.441]]	the vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016667.jpg
507	[[0.66, 0.262], [1.0, 0.262], [1.0, 0.398], [0.66, 0.398]]	the marine vessel that is towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
508	[[0.199, 0.32], [0.531, 0.32], [0.531, 0.43], [0.199, 0.43]]	find the center marine vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
509	[[0.426, 0.699], [0.531, 0.699], [0.531, 0.785], [0.426, 0.785]]	locate the oil tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
510	[[0.492, 0.863], [0.578, 0.863], [0.578, 0.965], [0.492, 0.965]]	the storage tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
511	[[0.41, 0.863], [0.492, 0.863], [0.492, 0.961], [0.41, 0.961]]	find the storage tank located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
512	[[0.66, 0.832], [0.75, 0.832], [0.75, 0.918], [0.66, 0.918]]	among the 7 oil tanks, find the one in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
513	[[0.523, 0.695], [0.605, 0.695], [0.605, 0.781], [0.523, 0.781]]	find the bottom-center cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
514	[[0.617, 0.684], [0.719, 0.684], [0.719, 0.75], [0.617, 0.75]]	the fuel tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
515	[[0.656, 0.75], [0.73, 0.75], [0.73, 0.82], [0.656, 0.82]]	locate the oil tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016674.jpg
516	[[0.371, 0.004], [0.914, 0.004], [0.914, 1.0], [0.371, 1.0]]	locate the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016690.jpg
517	[[0.316, 0.84], [0.348, 0.84], [0.348, 0.891], [0.316, 0.891]]	find the bottom-center marine vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016690.jpg
518	[[0.188, 0.004], [0.527, 0.004], [0.527, 1.0], [0.188, 1.0]]	the bridge center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016692.jpg
519	[[0.312, 0.09], [0.344, 0.09], [0.344, 0.152], [0.312, 0.152]]	find the at the top left corner marine vessel from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016692.jpg
520	[[0.211, 0.535], [0.246, 0.535], [0.246, 0.59], [0.211, 0.59]]	the vessel that is on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016692.jpg
521	[[0.375, 0.5], [0.41, 0.5], [0.41, 0.551], [0.375, 0.551]]	the marine vessel center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016692.jpg
522	[[0.238, 0.383], [0.27, 0.383], [0.27, 0.434], [0.238, 0.434]]	locate the ship on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/016692.jpg
